"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_2860479"	1988.0516875	1663.08725	1651.4259375	1781.5615	1654.4488125	1876.157875	1859.51175	1848.017125	2029.4189375	1581.35175	1420.65530625	2042.1346875	1817.268875	1781.5615	1959.502625	1968.7001875
"ILMN_2671266"	449.41195625	467.39164375	411.74715	449.41195625	358.44570625	430.1853875	421.78673125	465.7442	513.18336875	400.818975	542.5852375	509.714725	471.9612875	534.31181875	477.51089375	350.2464875
"ILMN_1251273"	6474.592	6332.6618125	6383.8138125	6474.592	5390.3065625	6292.2961875	5824.636	6292.2961875	5859.1675625	5986.11875	6292.2961875	6136.195875	5762.73775	5885.3009375	5791.554125	6210.5699375
"ILMN_2894057"	176.556675	165.4697625	184.75475625	144.00685625	168.20095	165.20645625	156.2078125	157.693625	150.34926875	179.673275	158.1505875	160.48074375	140.97510625	138.0079125	151.39938125	124.09359375
"ILMN_2671436"	148.575225	155.57271875	153.46726875	144.61973125	130.90685	138.0079125	121.12578875	144.14700625	141.5911125	155.57271875	137.59983125	143.6057375	155.0321	149.64721875	141.26234375	144.53268125
"ILMN_2746055"	955.69085625	976.8693625	900.229325	1042.23654375	1080.43248125	1093.05636875	1054.36065625	997.9165375	946.97265625	877.80959375	1135.64869375	1014.6464	1119.3327375	849.21829375	987.84588125	962.9292375
"ILMN_2704927"	253.5756875	287.144725	256.2845125	274.07449375	294.1801625	228.59040625	242.69094375	272.57405	248.03146875	284.88960625	245.33235	262.94540625	265.969925	183.40340625	264.523	266.54350625
"ILMN_2664040"	25477.855	25477.855	21368.33875	17990.79625	19803.4675	23872.526875	25477.855	18650.413125	19803.4675	21883.9125	23320.495625	26401.904375	23872.526875	22662.46875	20157.430625	23320.495625
"ILMN_3006643"	1290.79334375	1159.0100875	1606.403875	1625.73425	1308.2683375	1255.287775	1172.722225	1426.63413125	1569.421	1467.699125	1262.084325	1423.25485	1167.6394625	1311.92510625	1499.0845625	1672.5034375
"ILMN_2704690"	952.8408625	1002.61314375	874.99784375	819.3952875	805.97924375	844.16524375	811.4076125	965.92841875	894.35590625	964.61938125	880.3431	876.168925	975.55876875	865.75048125	823.80625	944.894575
"ILMN_2919489"	1304.11341875	1413.892925	1174.17459375	1188.904225	1351.2752375	1392.73844375	1402.53706875	1265.42595625	1423.25485	1363.2152	1408.1082625	1412.31079375	1410.221575	1447.2469375	1351.2752375	1325.81468125
"ILMN_1216987"	188.73664375	201.32313125	159.81698125	163.10266875	191.631825	210.80955	205.3047125	154.1588625	164.88851875	140.1893	186.82786875	214.38885	223.28705625	170.04654375	173.37554375	175.28598125
"ILMN_2594779"	206.64905625	232.463875	209.95990625	227.67105	197.96421875	245.7140625	230.4721	194.2015	216.00235625	200.4274125	191.45689375	234.5153	231.05068125	238.0985	201.62113125	241.90995
"ILMN_2881272"	2118.75825	2238.6796875	1974.2203125	2364.6356875	2355.1674375	2375.4135	2148.8818125	3064.3103125	2047.0441875	1884.99275	1851.1645625	2437.573625	2007.6768125	2022.208	2593.7214375	2342.59925
"ILMN_2637180"	242.69094375	284.07173125	230.4721	221.015275	252.4631	282.668375	210.16245625	216.1693125	244.98325	207.23683125	246.90165	221.015275	267.27683125	252.8984	241.90995	250.01338125
"ILMN_2986899"	14190.341875	15811.34625	15649.82375	15066.27	13731.0364375	15811.34625	14431.91	15649.82375	15066.27	14431.91	15312.959375	15811.34625	15066.27	15811.34625	14431.91	13172.297875
"ILMN_1220620"	105.974695	119.900904375	126.15359375	89.4129325	109.87727375	103.933105	96.964593125	124.0164625	110.701926875	122.83345	104.293158125	108.84136875	110.595898125	110.010455625	118.39256	138.493975
"ILMN_2963432"	593.64370625	492.8494125	523.6465625	541.8511625	492.318275	499.01070625	431.7225875	567.0161125	491.08171875	508.66270625	587.55103125	631.9964875	549.89674375	434.11775625	525.57068125	582.72373125
"ILMN_1259794"	202.05618125	226.68588125	180.01171875	201.32313125	243.86538125	208.02386875	220.50859375	233.4838625	244.12235625	233.86650625	220.33043125	196.7999	240.45228125	253.16974375	217.59455	222.66893125
"ILMN_3156058"	491.08171875	454.602775	484.5622625	487.81764375	462.82	522.96660625	411.01455625	463.44099375	541.8511625	453.05573125	476.1185375	491.6045875	502.513075	451.59918125	514.343425	453.55994375
"ILMN_2747792"	196.22610625	245.33235	285.20514375	244.12235625	260.1345875	216.99501875	241.90995	251.30326875	230.4721	357.10310625	251.9778875	212.2325375	179.79511875	246.70936875	242.69094375	285.20514375
"ILMN_2974280"	1083.9575	1135.64869375	1111.68751875	926.7802875	1281.5076125	1098.48106875	1101.2866	889.0091875	833.42680625	1255.287775	908.8836125	1205.7586875	1153.086725	1008.09605625	906.973	1265.42595625
"ILMN_2654624"	476.99363125	778.8566	376.43794375	596.8079375	305.29793125	492.318275	618.0341625	590.2830875	585.82873125	292.4938	649.74345625	582.72373125	533.3672125	804.60284375	408.5570375	519.32630625
"ILMN_2706652"	240.692075	215.26519375	228.59040625	212.77806875	243.64128125	229.10846875	216.1693125	237.210825	219.43544375	205.81603125	237.7202375	208.2482625	201.62113125	174.29655	228.051775	244.12235625
"ILMN_2673768"	143.8182375	153.695975	172.353225	139.15418125	188.0836	164.88851875	147.93004375	130.28583125	146.69515625	173.61805	157.42939375	147.32380625	146.249475	143.8182375	141.90628125	164.19486875
"ILMN_2872246"	292.0348375	269.9254375	282.668375	331.55780625	301.5162	325.01405625	304.5775125	292.76560625	277.15685625	269.9254375	301.5162	282.30319375	267.6644625	308.03741875	304.96008125	269.0900875
"ILMN_2598972"	59554.999375	59554.999375	60944.44125	59554.999375	59554.999375	60944.44125	57838.04	59554.999375	59554.999375	60944.44125	60944.44125	60944.44125	59554.999375	59554.999375	60944.44125	60944.44125
"ILMN_2941972"	204.6013	194.44226875	200.89800625	209.32098125	202.5795125	190.76133125	253.8598	174.8182375	211.3284125	205.3047125	267.27683125	185.88055	207.45166875	215.26519375	250.01338125	214.87245625
"ILMN_2667709"	358.44570625	329.84598125	350.950725	479.6173875	261.23531875	361.06348125	341.61043125	405.7067375	413.1436125	271.0086	418.7329625	363.99298125	296.03155	349.856425	439.64811875	362.90645625
"ILMN_2920008"	351.55851875	361.62028125	444.5415	381.22103125	354.05960625	356.32760625	350.950725	415.8145375	390.72719375	369.6460875	356.32760625	359.99755625	332.17845625	408.5570375	357.10310625	432.68891875
"ILMN_1214358"	948.13583125	943.18929375	804.60284375	928.73256875	876.168925	847.2564125	894.35590625	1023.44788125	1058.70305625	871.928325	1102.75900625	946.97265625	1042.23654375	1228.17379375	1028.2021375	906.973
"ILMN_2711688"	496.135925	398.285625	510.5569375	440.4020125	571.6147875	478.98810625	419.286475	452.3838625	402.7885	467.39164375	361.06348125	546.67505625	491.6045875	344.2023125	469.40995625	516.35701875
"ILMN_2752600"	177.13383125	227.4998625	211.3284125	210.29248125	272.3043875	229.5596375	226.68588125	203.529425	211.808925	221.24006875	189.73489375	223.28705625	244.36269375	217.3990625	199.52053125	234.5153
"ILMN_1234824"	1373.50971875	1440.767375	1114.7287	1240.6907125	905.5100875	1549.452	1337.96778125	1423.25485	1292.25568125	1142.3346125	1311.92510625	1377.04380625	1630.3749375	1252.1733875	1185.554375	1382.81021875
"ILMN_1221418"	691.70765625	793.42196875	739.25601875	609.015525	639.4019375	712.6582	726.77698125	700.53440625	733.7992	789.96631875	715.03693125	817.51023125	747.19006875	782.2742875	640.49278125	744.27988125
"ILMN_1215893"	352.64973125	321.4583	291.3637	245.33235	302.0011375	352.64973125	374.27375	240.2466625	249.77924375	312.35949375	279.95749375	353.06145	345.7649375	308.440225	260.1345875	346.84835
"ILMN_1222246"	643.92078125	639.4019375	619.76544375	474.47324375	695.1960625	693.96675625	566.12206875	558.30926875	497.8212875	601.04705625	483.0917625	551.6918875	595.21409375	504.2750375	417.2681625	630.68256875
"ILMN_1252689"	1154.72575625	997.9165375	1194.77774375	1304.11341875	937.8576625	1085.4797875	1004.4496375	1142.3346125	1203.07131875	1082.09006875	1142.3346125	1114.7287	1028.2021375	1275.825625	1265.42595625	1062.9545625
"ILMN_2758459"	149.3582875	126.6088375	124.76700625	142.48908125	97.240651875	139.64135625	137.74104375	142.0322125	165.765375	120.005404375	164.3968125	161.26354375	164.0783625	180.70965	150.99335625	151.29939375
"ILMN_2992239"	666.30194375	687.17316875	903.982275	835.00675625	835.00675625	682.99356875	666.30194375	844.16524375	987.84588125	886.00486875	640.49278125	572.9692625	503.5053625	1165.2661875	855.91689375	957.3368875
"ILMN_1241909"	108.11154125	130.97268125	113.965685625	122.41531875	112.037173125	129.03165	98.020995625	114.012673125	117.162448125	99.279328125	129.95585625	120.324115625	102.1418825	111.32158375	122.062223125	110.5282575
"ILMN_2595469"	250.65075	226.39001875	200.56650625	219.13505625	267.6644625	223.62086875	244.69550625	220.8166125	236.95804375	260.1345875	219.13505625	245.7140625	278.2667625	283.215625	262.09323125	255.90626875
"ILMN_1248788"	208.02386875	249.460775	221.7632625	253.5756875	246.90165	200.89800625	267.27683125	212.77806875	199.52053125	218.7287625	236.95804375	194.98645	211.808925	208.2482625	222.9096625	171.38676875
"ILMN_1218058"	30659.768125	33503.791875	30659.768125	33503.791875	25477.855	29198.485625	32505.79625	32505.79625	34808.40625	29991.60125	39382.785	31429.665	29991.60125	39382.785	34808.40625	30659.768125
"ILMN_2684413"	500.1246625	418.7329625	555.743425	496.93676875	501.45809375	500.1246625	523.6465625	669.95110625	548.38800625	565.08385	492.8494125	474.47324375	548.38800625	547.767775	595.21409375	565.08385
"ILMN_2634591"	88.92308	81.961036875	84.225499375	135.840375	68.964610625	77.424754375	88.69066375	101.27138125	120.079114375	86.50411875	126.2334375	77.04211875	84.405641875	138.60301875	112.5711125	89.9772
"ILMN_1248005"	129.30451875	121.12578875	119.074268125	120.005404375	138.33310625	115.78272625	124.6910875	108.8992025	109.448013125	115.143828125	110.746616875	129.71258125	141.68094375	108.06792375	125.6313	113.209359375
"ILMN_2728038"	1405.39675625	1719.596	1165.2661875	1174.17459375	1040.3397625	1541.624625	1723.53475	1165.2661875	1355.16958125	1014.6464	1781.5615	1359.73494375	1560.8211875	1695.865	1157.0028125	865.75048125
"ILMN_2950622"	123.61475625	110.486279375	127.537025	137.88758125	133.43806875	132.10626875	136.4538875	126.96625625	127.2450625	127.2450625	121.24155375	108.8992025	105.35851	115.906464375	146.47023125	145.28875625
"ILMN_1225014"	252.8984	254.36886875	253.5756875	389.97513125	275.04995	254.10841875	273.0291875	299.838875	264.24041875	251.9778875	333.580125	286.44878125	227.67105	297.20371875	260.86174375	260.86174375
"ILMN_2757232"	322.15643125	254.823675	259.57115	363.591075	232.7016375	271.68064375	246.22676875	315.527125	427.6186125	314.7001	274.07449375	200.1958	288.4541	290.319825	335.58544375	341.61043125
"ILMN_3079138"	114.532839375	102.33945	134.78813125	216.1693125	93.9439675	95.12855375	114.11353375	221.5099	218.25731875	106.42664125	181.43729375	139.04955625	100.5552075	246.22676875	258.45333125	100.59616
"ILMN_2894960"	137.59983125	145.898675	136.01621875	142.0322125	149.21289375	142.83349375	127.3510375	131.15114375	149.1243125	143.20033125	105.12222875	135.2270875	151.7113	129.44345	126.79658125	112.147399375
"ILMN_2749143"	2731.420875	2668.906125	2613.0956875	3081.9745625	3104.4561875	2522.957375	3125.4125	3282.743375	2800.7055	2681.920625	3216.0641875	2426.33675	2939.1021875	2731.420875	3007.439625	2432.0701875
"ILMN_2635738"	131.7516	121.307835625	124.417475	129.37900625	129.03165	110.81515	133.76694375	130.59743125	125.5333625	108.960214375	109.081111875	115.50622375	121.653625	109.595425625	107.562243125	122.41531875
"ILMN_2753109"	1751.0855	1884.99275	1948.114	1761.7409375	2582.3805	1796.3114375	1832.8898125	1868.818125	1914.436125	1895.11975	2143.6614375	2089.5956875	1928.6761875	1895.11975	1919.0003125	2131.0719375
"ILMN_2592266"	1832.8898125	1832.8898125	2334.2050625	2098.2055	2243.769375	2098.2055	1892.11275	2355.1674375	2461.6148125	1988.0516875	1802.7274375	1817.268875	1944.8068125	1880.222375	2201.56525	2264.731375
"ILMN_1251065"	1481.7319375	1478.5996875	1325.81468125	1597.03825	1402.53706875	1408.1082625	1416.0072125	1412.31079375	1405.39675625	1377.04380625	1616.891125	1402.53706875	1457.8441875	1733.5576875	1541.624625	1279.10915
"ILMN_2682046"	1663.08725	1978.2611875	2047.0441875	1868.818125	2533.3731875	1812.93475	2105.115125	1644.4888125	1733.5576875	2272.8855	1859.51175	2082.9988125	1914.436125	1658.9980625	1873.4655625	2137.9463125
"ILMN_1241444"	136.10575625	144.14700625	135.840375	139.7600375	149.64721875	151.8665125	151.1479625	148.93023125	141.26234375	129.37900625	166.325525	134.89306875	145.79421875	165.765375	188.93926875	137.35951875
"ILMN_2756223"	298.53729375	278.2667625	388.29455	405.7067375	422.1692375	401.56864375	298.53729375	481.47731875	363.99298125	454.602775	330.6628875	314.7001	403.4728625	254.10841875	340.65205625	430.63421875
"ILMN_2630884"	210.16245625	216.00235625	231.4094625	219.84864375	215.6734625	209.95990625	202.05618125	249.19909375	229.10846875	218.25731875	190.08255	227.120325	207.70706875	235.79373125	209.6493125	203.0263
"ILMN_1255745"	304.96008125	279.0067375	368.19235625	324.59301875	408.5570375	311.04498125	343.51701875	345.38940625	298.81056875	295.67068125	324.18878125	359.38050625	324.59301875	318.36661875	331.1162875	316.0292125
"ILMN_2754690"	511.4432375	522.02868125	624.54245	405.04731875	707.6533625	502.513075	476.1185375	406.25033125	355.68825625	570.62875	335.58544375	459.588925	418.7329625	324.18878125	386.241725	551.6918875
"ILMN_2891688"	2158.863875	2383.1305	2369.0618125	2574.93875	2196.211625	2172.82875	2250.7824375	2568.4504375	2432.0701875	2281.600125	2383.1305	2647.8840625	2148.8818125	2624.439625	2272.8855	2118.75825
"ILMN_2643291"	693.96675625	572.9692625	664.2749	820.2931	712.6582	870.534625	744.27988125	640.49278125	741.15223125	673.8294125	690.38670625	543.97434375	774.922225	939.87478125	726.77698125	627.058775
"ILMN_1252210"	1829.6575625	1510.2215	1373.50971875	1340.43134375	1093.05636875	1410.221575	1459.97975	1288.97909375	1495.75775	1133.0493375	1556.765375	1510.2215	1523.2851875	1825.6773125	1205.7586875	1178.73895
"ILMN_2747331"	1997.4680625	1505.6170625	2118.75825	2258.226875	1892.11275	1901.7284375	1505.6170625	2105.115125	2118.75825	2172.82875	1648.387625	1644.4888125	1873.4655625	1761.7409375	2022.208	2013.110125
"ILMN_2744459"	360.557825	363.591075	281.32585625	257.83005	355.68825625	355.68825625	361.06348125	235.25141875	267.6644625	278.67450625	272.79385	331.55780625	346.35661875	271.0086	228.38930625	368.69168125
"ILMN_1236572"	262.94540625	262.67929375	245.7140625	273.60645	230.76646875	212.036425	249.460775	300.83779375	250.2519625	241.740075	289.026225	224.07854375	268.74179375	305.74060625	254.10841875	253.5756875
"ILMN_2668927"	256.2845125	244.98325	189.473275	176.31839375	252.8984	263.5487875	251.62058125	209.6493125	261.69506875	187.40104375	241.740075	234.86673125	272.79385	264.24041875	175.692725	216.40799375
"ILMN_1229082"	6578.41025	6753.8141875	5986.11875	6251.9165625	6292.2961875	6666.436625	6251.9165625	6900.494375	6432.159625	6666.436625	5859.1675625	6927.53375	6627.1081875	6059.90325	5458.565	6136.195875
"ILMN_2754997"	10958.433125	10210.935875	10574.6365	8834.2650625	9346.0995	10443.30125	11065.510875	9249.246625	9413.28375	10574.6365	10060.255125	12309.0020625	10841.250625	10210.935875	9490.1536875	10574.6365
"ILMN_2523256"	1796.3114375	1733.5576875	2033.06075	1925.171375	2131.0719375	1909.405	1638.406375	2013.110125	1793.433875	2052.1315	1501.8286875	1873.4655625	1668.6805625	1751.0855	1855.0858125	1719.596
"ILMN_2642876"	194.767025	196.47584375	177.502625	181.58448125	204.6013	175.49864375	198.537425	158.53173125	214.13316875	196.029325	210.80955	217.59455	176.99835	178.6904875	187.9385375	165.954875
"ILMN_2890301"	1163.75175	982.52008125	1418.00461875	1359.73494375	1288.97909375	1040.3397625	878.55406875	1359.73494375	1205.7586875	1249.51303125	912.53776875	928.73256875	739.25601875	1047.83524375	1197.1950625	1181.55914375
"ILMN_2953301"	1220.88975625	1325.81468125	955.69085625	1115.814175	852.3978375	1228.17379375	1429.7836125	1203.07131875	1172.722225	1083.9575	1290.79334375	1181.55914375	1488.5588125	1320.76196875	1138.93230625	1049.03378125
"ILMN_1258552"	628.2296125	682.99356875	565.08385	682.99356875	584.78806875	628.2296125	692.932175	663.46655	661.9242375	652.601775	794.63866875	600.22399375	742.81638125	809.68798125	728.21921875	625.94640625
"ILMN_2597936"	1159.0100875	1077.30364375	1049.03378125	1065.40696875	1109.27059375	964.61938125	1016.11661875	958.827475	962.9292375	1111.68751875	1138.93230625	1040.3397625	1086.60641875	1049.03378125	995.77236875	1151.43849375
"ILMN_2696247"	2208.8605	2148.8818125	2158.863875	2214.44325	2281.600125	2056.9218125	2070.5778125	2305.095875	2334.2050625	2342.59925	1675.8665625	2214.44325	2208.8605	2033.06075	2118.75825	2196.211625
"ILMN_2639402"	453.05573125	474.47324375	420.80611875	459.588925	489.587425	432.68891875	464.38098125	450.09990625	432.08651875	445.23834375	419.286475	400.818975	411.74715	521.16900625	480.9888125	418.11000625
"ILMN_2688236"	840.31154375	1075.377725	957.3368875	952.8408625	944.894575	1135.64869375	936.561775	1080.43248125	1080.43248125	1075.377725	1002.61314375	1047.83524375	1050.89158125	835.00675625	1052.4328875	1098.48106875
"ILMN_1219375"	229.5596375	275.04995	238.7891375	228.38930625	243.0280375	253.8598	234.5153	206.64905625	221.24006875	223.11305	221.015275	250.01338125	227.4998625	197.56828125	228.82529375	222.9096625
"ILMN_2629856"	365.57460625	371.001275	330.6628875	345.38940625	371.5558125	359.38050625	382.0394125	311.60259375	345.7649375	373.78556875	399.899675	357.10310625	384.34065	317.0260375	338.01579375	364.36604375
"ILMN_2611295"	148.0848125	107.33387125	130.79925	131.43111875	155.81645625	105.60140375	144.260675	132.7850125	126.430475	142.0322125	104.346954375	139.15418125	107.973544375	131.15114375	117.863168125	132.4609
"ILMN_2783940"	129.44345	124.6910875	108.30596375	138.493975	133.0385625	138.493975	132.698425	131.80700625	118.15266125	129.44345	133.2308125	145.03638125	131.3446625	116.704525625	143.68168125	153.9696625
"ILMN_1238805"	136.89603125	126.03825625	140.2900875	151.8665125	130.28583125	145.5794125	142.249075	117.578344375	106.42664125	102.638103125	114.754201875	116.628699375	102.33945	128.71798125	121.12578875	110.010455625
"ILMN_1242011"	165.20645625	166.325525	188.0836	202.5795125	142.83349375	166.87675	165.34283125	182.71784375	165.03119375	157.693625	162.17669375	169.34339375	168.585275	149.99069375	169.65194375	146.69515625
"ILMN_2596230"	227.4998625	218.88428125	194.641925	326.82395625	184.88224375	196.47584375	231.99835625	340.10790625	392.65998125	177.502625	423.94420625	262.09323125	276.421125	409.2603125	377.57789375	174.8182375
"ILMN_2694659"	1115.814175	1008.09605625	1062.9545625	1233.78420625	809.68798125	1056.7428375	1104.645125	1318.1725625	1200.59594375	958.827475	1357.73449375	954.6626875	1054.36065625	976.8693625	1109.27059375	870.534625
"ILMN_2649579"	125.31658125	114.807048125	118.2936625	137.5014625	124.27139375	101.368103125	106.525805625	118.2936625	113.846940625	112.7672725	106.525805625	135.1378125	108.159053125	138.2094375	139.9945375	100.7160925
"ILMN_2622671"	9890.1793125	9169.2155	8285.4875	6136.195875	7591.974125	8420.7889375	9972.20525	6136.195875	6753.8141875	9249.246625	5920.0250625	8994.49525	8492.1395	6474.592	6210.5699375	8640.875375
"ILMN_2789346"	433.41804375	393.7152125	405.04731875	304.13445625	331.55780625	395.5918375	412.55158125	334.0526875	354.61660625	261.69506875	293.02445625	310.20375625	351.55851875	440.4020125	382.43631875	360.557825
"ILMN_1231705"	777.837775	732.0853625	695.1960625	574.9033	685.93454375	651.440175	704.96834375	664.2749	647.28489375	697.11445625	718.119375	695.1960625	715.03693125	789.96631875	588.53715	704.96834375
"ILMN_2745889"	836.24015	926.7802875	730.96755	830.115225	756.18793125	777.837775	1008.09605625	744.27988125	876.168925	808.3092375	838.49383125	799.0163375	809.68798125	788.81949375	811.4076125	867.3996875
"ILMN_1255570"	854.31285625	673.8294125	936.561775	1018.9702	841.8968125	1065.40696875	814.58774375	863.1886875	871.928325	732.0853625	819.3952875	741.15223125	851.2181625	1016.11661875	976.8693625	887.3855875
"ILMN_1253984"	312.35949375	270.48401875	340.10790625	332.17845625	237.210825	465.2150125	236.75499375	358.44570625	327.20638125	275.47909375	310.20375625	318.857075	307.59543125	299.09469375	352.64973125	298.077875
"ILMN_2920753"	148.21475	139.04955625	149.02734375	133.56350625	131.0427625	164.19486875	147.21659375	166.325525	144.00685625	149.21289375	137.88758125	132.9463	135.71329375	142.58573125	144.86123125	128.71798125
"ILMN_2683277"	1002.61314375	950.49096875	1056.7428375	950.49096875	973.91274375	886.00486875	932.24933125	999.8791	855.91689375	976.8693625	843.17844375	986.313625	764.2097375	838.49383125	892.5835875	840.31154375
"ILMN_2876010"	1049.03378125	1467.699125	1065.40696875	955.69085625	1001.36695	972.734025	1464.879	868.936125	1123.47035	1069.8680125	1416.0072125	1021.62443125	1056.7428375	1577.917625	1001.36695	1226.33259375
"ILMN_2704919"	255.342925	238.0985	213.347025	236.130475	200.56650625	232.463875	173.1835875	244.98325	203.529425	239.0553	207.04245	267.9434	216.00235625	236.39815625	217.22279375	279.95749375
"ILMN_2932474"	219.13505625	204.95320625	182.10419375	225.768425	163.41111875	189.73489375	200.7246625	184.49761875	184.49761875	214.38885	217.59455	200.7246625	229.88585625	216.00235625	211.808925	190.51620625
"ILMN_1217864"	133.31306875	132.60215	116.704525625	132.205225	125.9750625	117.784730625	108.362078125	125.5333625	114.37780875	134.2687625	116.415918125	133.14736875	124.914075	107.28637	124.97909375	132.53908125
"ILMN_2597248"	531.53671875	491.08171875	454.602775	411.01455625	455.44276875	523.6465625	493.5442	382.43631875	351.55851875	473.52364375	479.6173875	591.56195625	578.27779375	426.63545	403.4728625	465.2150125
"ILMN_2737381"	150.51230625	176.556675	143.50841875	165.4697625	132.698425	162.6555875	152.90356875	167.0412125	163.95495625	145.45378125	169.4552375	148.8364625	152.22359375	161.551425	161.81215625	143.68168125
"ILMN_1235782"	128.162825	135.35369375	154.55408125	109.22851625	127.46519375	131.80700625	132.00056875	184.88224375	147.05875	114.42555875	128.2565	143.37633125	116.917326875	140.97510625	148.575225	167.0412125
"ILMN_2899022"	231.05068125	244.69550625	267.9434	235.25141875	280.7798125	258.45333125	236.95804375	237.7202375	219.84864375	228.82529375	222.9096625	251.62058125	249.19909375	240.04690625	267.6644625	231.4094625
"ILMN_2757838"	528.659375	546.67505625	560.8079	493.5442	542.5852375	513.18336875	536.63215625	444.5415	502.513075	549.89674375	589.33045	557.51616875	508.66270625	487.81764375	527.93001875	450.09990625
"ILMN_2601525"	1817.268875	1864.5806875	1873.4655625	1948.114	1919.0003125	1864.5806875	1654.4488125	1937.256125	1848.017125	1796.3114375	1751.0855	2047.0441875	1781.5615	1841.8780625	1802.7274375	1829.6575625
"ILMN_2646001"	245.33235	287.6191125	235.25141875	251.62058125	291.65074375	275.47909375	276.12820625	220.33043125	272.79385	245.33235	249.19909375	252.4631	254.10841875	251.62058125	251.62058125	233.2049125
"ILMN_1240537"	150.64725625	158.86419375	108.418080625	124.97909375	109.37994875	137.077675	121.52119	148.21475	142.0322125	152.1062	144.14700625	167.7883625	137.2026125	140.8878375	120.172779375	134.18521875
"ILMN_2629718"	392.08263125	440.4020125	431.16281875	377.57789375	518.60681875	433.41804375	446.23766875	399.899675	384.34065	475.084675	380.48959375	477.51089375	428.2162625	376.90229375	361.62028125	409.6476375
"ILMN_3105343"	690.38670625	831.99635	693.96675625	638.36458125	630.68256875	816.19315625	713.79743125	661.9242375	736.02556875	745.71349375	778.8566	908.8836125	780.5475	796.67608125	691.70765625	716.28623125
"ILMN_2854157"	127.68379375	127.4141875	110.27779375	98.66685125	107.814646875	169.04061875	111.32158375	109.487064375	108.689604375	111.7404775	124.97909375	137.5014625	178.81230625	96.479358125	101.583679375	127.72565625
"ILMN_1240716"	251.9778875	210.80955	252.4631	280.7798125	244.12235625	238.31953125	252.4631	254.10841875	266.98208125	274.6481375	261.69506875	304.96008125	243.86538125	311.953325	288.4541	214.999475
"ILMN_1246992"	1786.308875	1761.7409375	1786.308875	1880.222375	1716.46775	1665.832375	1588.2665625	2016.9168125	1952.964125	2089.5956875	1812.93475	1848.017125	1825.6773125	1778.81175	1751.0855	1997.4680625
"ILMN_2737771"	97.71902875	98.098093125	119.900904375	131.80700625	129.7814125	120.172779375	138.2094375	134.479925	121.307835625	122.50006875	109.448013125	116.5506525	120.787834375	93.801605	137.3024375	136.61658125
"ILMN_1236716"	525.57068125	548.38800625	535.7323125	581.747025	477.51089375	531.53671875	483.0917625	515.71900625	558.30926875	585.82873125	560.8079	580.68080625	523.6465625	564.21346875	535.7323125	583.84518125
"ILMN_2746000"	225.11594375	272.3043875	224.75283125	189.473275	212.56733125	261.69506875	243.336	228.82529375	223.72760625	222.66893125	230.76646875	208.8861375	232.98231875	221.5099	204.95320625	220.50859375
"ILMN_3143842"	124.27139375	114.872921875	124.55214375	126.2334375	143.20033125	118.39256	117.370764375	140.78546875	134.02999375	124.97909375	127.09165	135.92853125	108.11154125	124.76700625	127.68379375	114.0558675
"ILMN_3139103"	803.50789375	882.26715625	579.1233125	844.16524375	543.97434375	841.8968125	924.4569875	880.3431	952.8408625	706.28880625	1146.39284375	910.37574375	915.24975	1031.5182875	958.827475	854.31285625
"ILMN_2589838"	506.4152125	568.67436875	583.84518125	591.56195625	538.40756875	468.86593125	563.63728125	579.95534375	615.6507375	579.1233125	577.3044	536.63215625	588.53715	559.57819375	583.84518125	621.29355
"ILMN_2713060"	1610.26175	1585.203875	2154.306	2297.81	1868.818125	1654.4488125	1668.6805625	2448.833375	1994.359875	1751.0855	1399.6960125	1790.375375	1315.989225	1544.4166875	1928.6761875	2082.9988125
"ILMN_2965123"	353.06145	330.25861875	322.15643125	287.97133125	390.72719375	355.19934375	369.6460875	296.89524375	276.746625	298.81056875	284.88960625	302.0011375	354.05960625	294.61255625	289.4902375	332.17845625
"ILMN_3122864"	333.580125	359.38050625	428.86770625	341.124375	362.3423375	376.90229375	335.58544375	344.83418125	338.01579375	346.84835	320.96831875	382.43631875	338.01579375	319.296625	368.69168125	356.32760625
"ILMN_2874422"	296.50191875	221.5099	265.969925	253.8598	324.59301875	241.2465625	242.168325	264.523	214.999475	295.17453125	225.11594375	247.27466875	239.0553	263.5487875	232.463875	230.4721
"ILMN_2914347"	117.7128925	135.1378125	149.3582875	162.80370625	145.898675	153.46726875	118.15266125	143.6057375	155.31084375	135.92853125	108.9940325	144.53268125	133.9557875	167.33055625	173.61805	129.44345
"ILMN_2973897"	15811.34625	15649.82375	14190.341875	16150.026875	16150.026875	15066.27	16461.675	17009.528125	15649.82375	14760.245625	17009.528125	14431.91	17009.528125	18287.449375	15312.959375	13983.2231875
"ILMN_2776700"	162.4788625	141.49523125	130.4140875	191.9776875	153.46726875	160.48074375	177.13383125	176.556675	162.934825	141.26234375	190.9587625	170.992825	167.0412125	217.59455	179.79511875	126.79658125
"ILMN_1215233"	730.96755	765.3852875	748.15424375	725.7171625	831.99635	849.21829375	819.3952875	804.60284375	788.81949375	825.27274375	754.62749375	769.2259125	863.1886875	719.046825	761.0036625	898.38510625
