	B.I	BY.I	B.C	BY.C	B.C	B.I	BY.I	BY.C	BY.C	B.C	BY.I	B.I	B.I	BY.I	BY.C	B.C
ILMN_2728697	3292.12425	3331.7243125	3248.2679375	3031.3415	3920.65875	3436.421625	3592.45975	2939.1021875	3041.47075	3463.9809375	2975.30275	3064.3103125	3853.270625	3007.439625	3275.2453125	3641.0309375
ILMN_2625855	2238.6796875	2082.9988125	2078.9265625	2158.863875	2214.44325	1974.2203125	2118.75825	2437.573625	2553.0296875	2112.8919375	2468.7893125	1978.2611875	2137.9463125	2288.631	2582.3805	2078.9265625
ILMN_2662990	234.86673125	234.260575	239.731575	222.9096625	236.130475	250.01338125	246.90165	211.57503125	221.015275	241.2465625	237.44534375	254.823675	235.43113125	220.50859375	194.2015	244.69550625
ILMN_2697174	238.31953125	218.25731875	264.8414125	246.22676875	228.59040625	322.15643125	243.0280375	386.81351875	234.260575	268.257725	213.93013125	234.260575	251.9778875	267.6644625	281.8167875	332.51471875
ILMN_3161382	2297.81	2042.1346875	2541.381	3463.9809375	2631.082625	2481.5916875	1964.982125	3166.4545	3248.2679375	2593.7214375	2437.573625	2201.56525	2272.8855	2406.897125	3216.0641875	2698.729
ILMN_1221592	1117.5936875	1058.70305625	1308.2683375	1272.7707375	1174.17459375	1183.2926625	1161.1970625	1505.6170625	1122.48299375	995.77236875	986.313625	1233.78420625	1001.36695	892.5835875	1191.72529375	1237.64559375
ILMN_1259747	289.026225	207.23683125	333.03789375	446.23766875	308.03741875	318.03841875	275.04995	483.86240625	494.73205	299.09469375	265.53608125	322.15643125	302.0011375	282.30319375	383.67525	319.52645625
ILMN_1234456	125.88055625	165.20645625	124.0164625	119.825093125	119.609384375	142.0322125	155.68575625	136.24591875	120.706985625	113.69159375	142.76286875	118.025370625	129.55834375	119.161096875	106.579585	105.32240875
ILMN_2682063	3624.416875	3166.4545	4206.7450625	4253.6859375	4363.454875	3728.71325	3248.2679375	3883.6430625	3624.416875	4363.454875	2770.389	3672.7575	3741.448875	3092.283875	3592.45975	4048.0388125
ILMN_2980661	8285.4875	8492.1395	10127.8905625	11230.1335625	9249.246625	9169.2155	8640.875375	11938.2769375	11408.793	9890.1793125	9169.2155	8031.7658125	8729.9628125	9598.34675	11065.510875	9671.8816875
ILMN_2798079	249.460775	249.19909375	249.460775	266.54350625	197.3707125	224.07854375	215.6734625	236.95804375	267.9434	253.16974375	253.8598	223.62086875	233.2049125	269.31935625	262.94540625	238.0985
ILMN_2699624	170.2017375	152.372725	163.58553125	186.2141625	159.4634125	170.387425	154.2992875	181.23368125	184.27898125	181.7425875	164.74565625	172.353225	178.5243375	181.7425875	185.88055	182.10419375
ILMN_2602630	1868.818125	1745.095625	1529.5255625	1884.99275	1638.406375	2016.9168125	1648.387625	1672.5034375	1773.0195	1691.932625	1909.405	1895.11975	1925.171375	1909.405	1767.103375	1778.81175
ILMN_2972521	2568.4504375	1994.359875	2874.069125	2601.580625	2514.93025	2189.738	1925.171375	2975.30275	2426.33675	2388.401875	2183.460125	2196.211625	1952.964125	2047.0441875	2196.211625	1964.982125
ILMN_2616000	2228.328875	2063.82525	2183.460125	1864.5806875	2183.460125	2158.863875	2388.401875	1994.359875	2013.110125	2125.5966875	2070.5778125	2355.1674375	2196.211625	2342.59925	2013.110125	2029.4189375
ILMN_2694346	161.68011875	166.87675	172.0150375	146.0064625	134.78813125	137.88758125	128.44940625	121.87844875	116.628699375	162.80370625	103.70723625	163.41111875	119.7339625	109.37994875	119.900904375	129.20803125
ILMN_2599739	368.19235625	366.3423875	383.67525	633.27214375	357.68119375	394.9682625	379.33124375	672.2165125	654.93716875	328.285625	507.30178125	431.7225875	421.34460625	587.55103125	574.9033	352.044
ILMN_1223812	379.9415625	340.10790625	362.3423375	314.987925	384.946275	375.74753125	323.1156125	351.55851875	364.36604375	380.48959375	292.4938	339.5567875	404.7403875	359.38050625	333.580125	347.2855875
ILMN_2736566	116.08336	119.319458125	134.2687625	132.30241875	133.6731375	126.0942125	137.2026125	131.0427625	158.6875	157.216325	126.8687375	115.1817375	140.599075	112.724624375	142.249075	148.0848125
ILMN_2798674	787.17976875	823.80625	793.42196875	930.27695625	672.2165125	697.11445625	756.18793125	887.3855875	892.5835875	865.75048125	950.49096875	794.63866875	719.046825	791.96815625	960.96005	656.59380625
ILMN_1252267	290.319825	299.838875	268.257725	267.9434	287.6191125	253.16974375	322.65033125	412.55158125	286.44878125	257.3934125	305.29793125	279.95749375	295.67068125	311.04498125	249.460775	250.65075
ILMN_1216042	1133.0493375	1130.81324375	1091.12875625	995.77236875	1416.0072125	1457.8441875	1495.75775	1017.5196	1040.3397625	1174.17459375	1104.645125	1301.79445	1146.39284375	1091.12875625	1075.377725	1262.084325
ILMN_1223307	2416.0603125	2500.73225	2770.389	2397.767	2731.420875	2533.3731875	2541.381	2369.0618125	2325.05	2613.0956875	2334.2050625	2641.6040625	2657.9415625	1873.4655625	2397.767	2560.1100625
ILMN_2707782	183.9246375	232.7016375	163.41111875	199.94305625	235.79373125	220.8166125	239.0553	225.56696875	182.10419375	227.120325	228.38930625	215.6734625	233.86650625	245.7140625	171.83655	232.463875
ILMN_2878060	4758.6421875	4925.7006875	4344.53675	4951.3425625	3940.2430625	4315.6864375	4452.0114375	5284.0041875	4774.159	4183.4475625	4951.3425625	5120.44175	5017.492875	4880.49925	5432.2115	3971.043125
ILMN_2957614	176.8443625	162.286325	195.2914625	180.3295625	212.77806875	193.5339875	159.97255	169.65194375	171.83655	197.96421875	154.66928125	197.56828125	159.97255	153.1769625	164.19486875	189.08605625
ILMN_2712878	141.825175	151.58565625	141.10776875	127.46519375	136.10575625	128.34369375	145.3389	136.10575625	155.127325	161.551425	153.8393625	119.074268125	130.0340125	156.38801875	134.02999375	168.20095
ILMN_1222734	362.3423375	323.41438125	447.55898125	393.7152125	369.6460875	479.6173875	321.82924375	421.78673125	342.5941	439.20473125	250.01338125	416.5290125	396.6321	265.969925	355.19934375	503.5053625
ILMN_2957904	978.4476	957.3368875	1142.3346125	1217.59461875	1140.3004	1086.60641875	1089.18391875	1091.12875625	1104.645125	1044.1645625	1016.11661875	1094.47193125	1012.87120625	1028.2021375	1104.645125	1176.1765125
ILMN_2944272	312.7451875	370.48145625	271.34849375	311.953325	235.43113125	331.55780625	340.65205625	270.48401875	335.0616875	308.440225	450.87916875	303.2110375	370.48145625	458.6657375	335.0616875	374.74366875
ILMN_2659879	83.349858125	87.422581875	69.614368125	107.44807875	69.0384925	75.465415625	86.417745625	125.31658125	111.234585625	76.79559375	130.53025625	81.5321	89.58484375	132.698425	143.8182375	77.424754375
ILMN_2776952	928.73256875	785.55970625	917.37219375	915.24975	1016.11661875	876.168925	825.27274375	836.24015	766.57840625	1001.36695	753.64794375	890.8846625	941.899225	744.27988125	890.8846625	975.55876875
ILMN_1255511	2305.095875	2131.0719375	2258.226875	1944.8068125	1786.308875	2125.5966875	2089.5956875	2397.767	2164.478	1841.8780625	2137.9463125	2281.600125	2189.738	2125.5966875	1925.171375	1928.6761875
ILMN_1219565	188.93926875	189.473275	164.88851875	194.767025	174.29655	199.52053125	168.20095	183.0535	216.99501875	174.8182375	234.5153	240.692075	180.01171875	236.130475	235.79373125	170.04654375
ILMN_2943270	325.01405625	267.27683125	263.5487875	225.11594375	253.5756875	304.5775125	292.4938	248.03146875	256.2845125	386.241725	185.59075	335.58544375	293.459625	172.70298125	206.64905625	468.86593125
ILMN_2734855	2164.478	2105.115125	1914.436125	1716.46775	1758.3530625	2250.7824375	1988.0516875	1553.0540625	1535.9275625	1668.6805625	1606.403875	2189.738	1790.375375	1553.0540625	1408.1082625	1880.222375
ILMN_2998135	1737.21975	1703.268	1657.091625	1476.0480625	1426.63413125	1621.1950625	1613.5793125	1436.6275	1389.53755625	1523.2851875	1544.4166875	1549.452	1529.5255625	1613.5793125	1501.8286875	1565.7745625
ILMN_2807474	1412.31079375	1188.904225	1510.2215	1440.767375	1657.091625	1337.96778125	1269.33360625	1574.8205625	1399.6960125	1569.421	1331.98633125	1337.96778125	1311.92510625	1279.10915	1616.891125	1323.73580625
ILMN_2596007	2689.4941875	2747.872	2201.56525	2082.9988125	2375.4135	2369.0618125	2816.5711875	2078.9265625	2388.401875	2375.4135	2657.9415625	2613.0956875	2437.573625	2574.93875	2125.5966875	2593.7214375
ILMN_1217767	8907.919	9490.1536875	8729.9628125	8994.49525	7630.668	9490.1536875	8907.919	8640.875375	9249.246625	8031.7658125	9065.637	9972.20525	8834.2650625	9065.637	9065.637	7884.927125
ILMN_2688721	324.59301875	296.03155	342.17348125	306.2683	360.557825	304.13445625	298.077875	299.09469375	293.02445625	332.51471875	319.932875	361.06348125	315.527125	345.7649375	294.61255625	323.1156125
ILMN_1258136	222.9096625	212.77806875	235.43113125	244.36269375	210.80955	225.11594375	232.98231875	244.69550625	253.5756875	226.2570875	236.61770625	222.10299375	216.67686875	242.69094375	257.1474375	218.88428125
ILMN_1238706	161.81215625	173.4603	149.21289375	166.49685	176.7156375	161.551425	157.693625	154.55408125	154.88060625	155.81645625	182.71784375	169.78939375	177.7439375	223.11305	174.510375	139.7600375
ILMN_1251766	3672.7575	3682.3524375	3049.8525625	4048.0388125	3728.71325	3770.3874375	4327.9955625	3757.6965625	3583.1270625	3199.676125	4464.1320625	3409.3478125	4183.4475625	4774.159	4036.32475	3699.664375
ILMN_1234558	1781.5615	1829.6575625	1544.4166875	1505.6170625	1526.519875	1761.7409375	1700.66975	1457.8441875	1546.757625	1773.0195	1597.03825	1464.879	1712.4669375	1700.66975	1512.9835625	1695.865
ILMN_2766493	324.18878125	319.52645625	356.66225625	447.55898125	419.286475	326.82395625	336.88030625	450.87916875	403.4728625	326.28495625	357.68119375	279.61274375	298.077875	342.17348125	429.66280625	323.41438125
ILMN_2680686	163.813025	156.89665	157.83153125	187.9385375	175.1317625	207.45166875	265.53608125	165.4697625	165.4697625	165.03119375	193.88205	200.4274125	204.6013	225.11594375	161.551425	195.13283125
ILMN_2836173	221.015275	202.7771	244.69550625	217.9913875	257.83005	243.336	200.4274125	204.23965625	179.44441875	265.969925	185.0267625	228.82529375	240.2466625	150.51230625	192.34130625	185.0267625
ILMN_1230145	681.12016875	649.74345625	666.30194375	890.8846625	710.4593125	721.06025	581.747025	874.99784375	829.02494375	622.424775	721.06025	726.77698125	713.79743125	679.91124375	917.37219375	607.033175
ILMN_1254307	673.8294125	772.78075625	715.03693125	852.3978375	799.0163375	692.932175	627.058775	769.2259125	874.99784375	758.1567625	768.13921875	660.82371875	691.70765625	808.3092375	816.19315625	892.5835875
ILMN_2792809	5188.1588125	4706.18725	5188.1588125	4166.331375	4902.6641875	4774.159	4706.18725	4036.32475	4396.7099375	6096.572375	3572.0115	5235.5604375	5071.7954375	3556.7825	3920.65875	5791.554125
ILMN_2621472	2608.4428125	2553.0296875	2510.9436875	2250.7824375	3422.046375	2624.439625	2574.93875	2320.2016875	2601.580625	2758.6666875	2631.082625	2968.9675625	3081.9745625	2568.4504375	2522.957375	2668.906125
ILMN_3160574	548.38800625	605.16504375	507.9213875	707.6533625	393.157475	571.6147875	558.30926875	565.08385	678.67405625	507.30178125	610.8717375	574.9033	493.5442	649.74345625	523.6465625	515.71900625
ILMN_2669146	504.2750375	571.6147875	552.80308125	605.16504375	459.588925	536.63215625	497.8212875	630.68256875	601.04705625	576.2538625	553.6983625	517.529525	519.32630625	624.54245	630.68256875	491.08171875
ILMN_1241128	378.71825625	364.36604375	385.60209375	488.60263125	359.38050625	398.8783375	421.34460625	448.8247125	457.93085	378.71825625	562.62983125	374.27375	441.35880625	480.16580625	483.86240625	343.51701875
ILMN_1213728	118.6015225	122.062223125	101.16119125	108.06792375	117.515893125	103.526888125	127.46519375	111.844568125	121.24155375	104.82532	122.6171375	128.8212375	110.873780625	124.34335625	112.680161875	108.362078125
ILMN_2612325	316.35359375	282.668375	355.19934375	311.60259375	366.3423875	360.557825	287.6191125	377.57789375	314.987925	372.341475	287.6191125	348.55784375	291.3637	249.19909375	326.82395625	391.4559875
ILMN_2756496	432.68891875	418.11000625	416.5290125	342.5941	380.48959375	421.34460625	406.94613125	392.08263125	348.09076875	427.12645	343.51701875	441.35880625	381.22103125	373.78556875	319.932875	426.63545
ILMN_2764019	2955.6293125	2593.7214375	3526.0949375	3508.3631875	2792.5048125	2907.421375	2383.1305	3556.7825	3064.3103125	2864.5063125	2593.7214375	2881.650875	2721.8628125	2689.4941875	3155.7905625	2874.069125
ILMN_2734924	298.81056875	223.11305	193.7898875	304.5775125	236.75499375	234.86673125	200.1958	269.54261875	238.7891375	240.692075	246.43791875	264.24041875	277.15685625	236.75499375	259.57115	184.75475625
ILMN_2765080	1040.3397625	1146.39284375	1167.6394625	1047.83524375	1194.77774375	1136.7809625	1009.5939125	1159.0100875	1047.83524375	1172.722225	1089.18391875	1028.2021375	1069.8680125	948.13583125	1249.51303125	1117.5936875
ILMN_1230043	1876.157875	1712.4669375	2281.600125	2196.211625	2406.897125	2063.82525	1919.0003125	2164.478	2037.840625	2118.75825	1767.103375	1884.99275	1680.0055	1836.85825	2281.600125	2098.2055
ILMN_2646771	1510.2215	1767.103375	1485.9148125	1220.88975625	1546.757625	1535.9275625	1597.03825	1153.086725	1301.79445	1606.403875	1443.8409375	1565.7745625	1733.5576875	1436.6275	1284.59764375	1541.624625
ILMN_1244879	2172.82875	2214.44325	2052.1315	1549.452	2437.573625	2078.9265625	2320.2016875	1526.519875	1638.406375	2228.328875	1864.5806875	2297.81	2397.767	1933.3263125	1654.4488125	2281.600125
ILMN_2636624	111.7404775	116.25198875	140.599075	91.162525	123.17825	102.738751875	108.11154125	84.5879675	114.928289375	93.769056875	140.0592625	123.67819375	110.057823125	155.68575625	95.545695625	79.85424
ILMN_1214918	19253.191875	18650.413125	19253.191875	20157.430625	21368.33875	18866.55375	20822.085625	22662.46875	21368.33875	17990.79625	17990.79625	18650.413125	18866.55375	20157.430625	21368.33875	21883.9125
ILMN_1224012	280.7798125	296.50191875	160.6173125	171.22390625	195.2914625	322.65033125	252.8984	180.70965	172.5337625	167.7883625	282.668375	394.19975	279.0067375	304.13445625	137.2026125	126.430475
ILMN_1235047	558.30926875	593.64370625	494.18310625	569.9199	513.18336875	467.39164375	574.9033	476.99363125	560.8079	496.93676875	623.59819375	517.00189375	547.767775	619.76544375	534.31181875	468.20624375
ILMN_2702061	9346.0995	9671.8816875	8994.49525	9598.34675	9065.637	6383.8138125	10674.29	8994.49525	8907.919	7535.8325625	10958.433125	8420.7889375	8994.49525	10724.79525	9413.28375	8492.1395
ILMN_1218325	3081.9745625	3534.9343125	3409.3478125	4016.5993125	3883.6430625	3741.448875	3699.664375	3996.876	4059.5295	3422.046375	3953.748625	3260.6586875	3996.876	3996.876	4270.5875	3741.448875
ILMN_1225374	371.5558125	401.56864375	485.53976875	490.5482625	418.11000625	435.13193125	366.3423875	541.8511625	440.4020125	488.60263125	427.6186125	432.08651875	392.65998125	388.98266875	482.1791625	483.86240625
ILMN_2718144	130.90685	121.809210625	123.91041875	120.706985625	111.05283625	115.017581875	140.0592625	111.149335625	121.37270625	110.486279375	110.410105	142.58573125	127.537025	153.038975	124.76700625	130.97268125
ILMN_1213070	1337.96778125	1342.66180625	1281.5076125	1159.0100875	1244.2882125	1252.1733875	1351.2752375	1176.1765125	1111.68751875	1215.46968125	1037.15800625	1385.99768125	1337.96778125	1101.2866	1140.3004	1253.613975
ILMN_2877443	114.30433375	123.61475625	137.077675	136.3262875	125.36169375	96.667564375	138.10944375	128.5330625	169.214	127.537025	150.2414625	129.03165	115.3635675	156.2078125	152.515875	150.99335625
ILMN_1238939	878.55406875	905.5100875	838.49383125	814.58774375	965.92841875	898.38510625	923.3045875	820.2931	843.17844375	908.8836125	874.99784375	972.734025	876.168925	819.3952875	807.2088	926.7802875
ILMN_1221936	3275.2453125	3358.915875	2448.833375	2437.573625	2881.650875	3307.411375	3445.8880625	2416.0603125	2647.8840625	2618.0886875	3384.2715625	3757.6965625	3031.3415	3199.676125	2297.81	3092.283875
ILMN_2762863	438.60243125	494.73205	421.34460625	485.53976875	406.25033125	386.81351875	466.434675	549.89674375	543.97434375	446.799425	472.914975	500.1246625	473.52364375	450.09990625	418.7329625	446.23766875
ILMN_2875089	12309.0020625	12469.35875	11818.927875	15811.34625	12961.611375	13172.297875	12776.28325	14190.341875	17009.528125	12621.3100625	16150.026875	11659.052625	13983.2231875	17009.528125	15811.34625	12022.927
ILMN_2724719	1106.1448625	1154.72575625	1104.645125	933.34199375	1197.1950625	1111.68751875	1028.2021375	1045.9207875	1126.81623125	1228.17379375	1115.814175	1178.73895	1126.81623125	1096.2395125	1049.03378125	1133.0493375
ILMN_2756486	17009.528125	20822.085625	23872.526875	25477.855	22662.46875	20822.085625	18650.413125	25477.855	27148.123125	23320.495625	19253.191875	19253.191875	19803.4675	21368.33875	23320.495625	22662.46875
ILMN_1217567	518.60681875	513.18336875	483.86240625	568.67436875	531.53671875	511.4432375	579.95534375	536.63215625	569.9199	555.743425	578.27779375	549.2649875	553.6983625	636.204775	562.62983125	495.60464375
ILMN_2837195	1342.66180625	1237.64559375	1753.9889375	1747.868375	1443.8409375	1429.7836125	1181.55914375	1796.3114375	1781.5615	1535.9275625	1532.028875	1323.73580625	1185.554375	1345.5829875	1517.980125	1610.26175
ILMN_2709279	118.7239175	134.560175	117.440628125	122.062223125	117.65351375	144.38583125	138.70476875	105.0368925	139.7600375	120.079114375	117.162448125	128.162825	138.8329125	131.66101875	110.222861875	115.906464375
ILMN_1228334	1745.095625	1716.46775	1737.21975	2042.1346875	2297.81	1786.308875	1796.3114375	2172.82875	2143.6614375	1737.21975	1884.99275	1868.818125	1880.222375	1868.818125	2148.8818125	1892.11275
